"","support","text","inCA","influential","username","bio"
"425","no","@lhfang @UCBerkeley She pretended she works for @CAA on WeChat and spewing lies about #Prop16 like we will get jobs such as Santa Clara city manager with $700k pays once #Prop16 passes! @principlepower you need to explain! https://t.co/nGinDsah80","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"426","no","@jim_desmond Vote no on  racist bill #Prop16! https://t.co/4HJoDJPvTF","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"427","no","We have to fight back! We have to do the right thing! Say no to state-sanctioned discrimination! No #Prop16!https://t.co/xQ9HHIJJXc","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"428","no","@RonsonChu @hulin57 You twisted @RonsonChu support this racist bill #Prop16. Don<U+0092>t dare to represent us, you only represent yourself! Americans reject this divisive and discriminatory bill! https://t.co/4eNDXu56fW","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"429","no","@vote_prop Californians for equal rights! Say no to billionaire sponsored discrimination bill #Prop16! https://t.co/DikzWzZ7Xc","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"430","yes","@HRF @jack We have rights too! @jack you need to show some courage and say no to #Prop16! Americans unite! https://t.co/I7l9r57c35","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"431","no","@ericgarcetti Yes! We will vote and vote NO on #Prop16! https://t.co/qpTdifA8FC","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"432","no","@NetflixFilm Tell @reedhastings Americans reject his racist bill #Prop16! https://t.co/5ibMAx8ob2","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"433","no","@TwitterGov Vote no on a racist bill #Prop16! https://t.co/SyyTdhbSz5","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"434","no","@Mayor_Steinberg Yes! Vote NO on #Prop16! Americans reject racism and #Prop16! https://t.co/p20HkQEGcm","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"435","yes","@BishForCongress @realAlan2020 This dude endorsed #Prop16!","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"436","no","@wjmcgurn #Prop16 is a scam! @TheLeoTerrell https://t.co/YXZqgNnHKz","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"437","no","@JulieyeD @tandon4congress We people say no to #Prop16! https://t.co/bT8wd6YBb6","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"438","no","@PPICNotes @GavinNewsom Hey I heard you said no organized campaign on #Prop16?Are you for real? With no money,the gross root #Noonprop16 has been doing car rally for more then three months!Of course, we were largely ignored by the MSM! We will not stop fighting! @1ruthlessmom @ECalifornians @wu_wenyuan https://t.co/j3Ib8iFH4z","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"439","no","@chizit7 Funny is right! Those ppl who support #Prop16 have no common sense and pretend they cannot read basic English all fo a sudden! What a shame! Americans reject racism, sexism and xenophobia #Prop16! #NoonProp16! @SF_Conservative @SFGAL8 @SFGAL8 @sfchronicle @mercnews @1ruthlessmom https://t.co/SQ9M5mN2yQ","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"440","no","@calstate We will vote this divisive and discriminatory bill #Prop16 down! Anyone who supports it will be remembered ! https://t.co/6bv8ubXboC","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"441","no","@principlepower Your foreign employee @sgarly played a shameful role in this anti-American plot #Prop16, and we will not stop seeking justice! https://t.co/4dqfk2LY2J","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"442","no","WARNING: #Prop16 is a Trojan horse!!!!!!! https://t.co/it8qY8gtuJ","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"443","no","@chrisnellum @CAAsanfrancisco @UofCalifornia #Prop16 gives special treatments! So kids like your mega donor Wayne<U+0092> son can walk over poor kids with less preferred skin color! Once #Prop16 passes, UC can admit whoever they want, without being held accountable! @CAAsanfrancisco why did you support such bill? Shame on you! https://t.co/WP8iCX7BQ0","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"444","no","@mattlehrich @yesprop16 You are a clown <U+0001F921> and you knew it! We will strike your racist bill #Prop16 down! We will never forget who backstabbed us! https://t.co/zdfc4bZERA","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"445","no","@senatormelendez We need common sense! Please, vote no on #Prop16! https://t.co/JHhrXW1Bk6","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"446","no","@NetflixFilm Why did @reedhastings support a racist bill #Prop16? Say no to #Prop16! Equal rights for all! https://t.co/OTnDkFXiFR","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"447","no","@edifiquest @ucpress They won<U+0092>t admit! We people reject #Prop16! No racial division! https://t.co/iYMZxayWpp","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"448","no","@chesaboudin We will say no to a racist bill #Prop16! https://t.co/7XMaYtUZOG","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"449","no","@TwitterGov Vote on no #Prop16! https://t.co/dzhDmhQhcQ","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"450","no","@JLeeSoc So you surveyed your family and members of  @CAAsanfrancisco who supports this racist bill #Prop16? Then, you appointed yourself again as a spokesperson for Asian Americans to broadcast this so-called survey? <U+0001F921><U+0001F921><U+0001F921><U+0001F921><U+0001F921><U+0001F921> https://t.co/7hhGs8rwYW","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"451","no","@CFA_News You guys need to get real! #Prop16 is a scam and you know it! https://t.co/QVhZ9pg9rG","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"452","no","@ADCollegeOpp @calstate Thought you cannot go new low with #Prop16! Here you go again! Shame on you! Racist, sexist and xenophobe! https://t.co/DqbSo1NHUx https://t.co/58E0GgjsEU","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"453","no","@UCLA @usnews Congrats @ucla @usnews! Thanks to Ward Connerly @tobeequal and his pioneering #Prop209 that keeps discrimination out of UC! Defend #Prop209 and reject a divisive and discriminatory bill #Prop16! No on #Prop16!","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"454","no","@siliconvalleycf Stop lying! #Prop16 is bad news to California! https://t.co/K35oZKrKNf","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"455","no","@UCLA @usnews @usnews We say no to racist bill #Prop16! https://t.co/2up5miDRQU","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"456","no","@wjmcgurn This #Prop16 is a blatant assault on Americans<U+0092> civil rights! It aims to give the government unlimited power to dictate how we live our lives! We reject #Prop16! We will not be divided! @reedhastings @Steven_Ballmer ! https://t.co/LyRmvX00Yu","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"457","no","@LorenaSGonzalez @UNITEHERE30 @unitehere @Ash_Kalra #Prop16 is a scam! It only gets rid of equal protection clause from our constitution! Read for yourself! @LorenaSGonzalez lies with no shame! @1ruthlessmom @JennyChachan @TheLeoTerrell @sacbee_news @SFGate @SophiaL81330160 @vote_prop @SFGAL8 @MLS_Rossi @ModernUlysses https://t.co/GAur7hvu04 https://t.co/yER9ROzuNC","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"458","no","@UCBerkeley @UofCalifornia @UCLA @UCRiverside @UCSanDiego Racist supports #Prop16! Shame on you!","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
"459","no","@SteveMillerOC @yesprop16 The choice is easy: No to legalized discrimination! No #Prop16! https://t.co/7lZ6etVV03","yes","no","sisyphean2020","My tweet is mostly about Prop16, a discriminatory and divisive bill that will be voted this November in California. It needs to be voted down!"
